week_ending,08/08/2020,08/15/2020,08/22/2020,08/29/2020,09/05/2020,09/12/2020,09/19/2020,09/26/2020,10/03/2020,10/10/2020,10/17/2020,10/24/2020,10/31/2020,11/07/2020,11/14/2020,11/21/2020,11/28/2020,12/05/2020,12/12/2020,12/19/2020,12/26/2020,01/02/2021,01/09/2021,01/16/2021,01/23/2021,01/30/2021,02/06/2021,02/13/2021,02/20/2021,02/27/2021,03/06/2021,03/13/2021,03/20/2021,03/27/2021,04/03/2021,04/10/2021,04/17/2021,04/24/2021,05/01/2021,05/08/2021,05/15/2021,05/22/2021,05/29/2021,06/05/2021,06/12/2021,06/19/2021,06/26/2021,07/03/2021,07/10/2021,07/17/2021,07/24/2021,07/31/2021,08/07/2021,08/14/2021,08/21/2021,08/28/2021,09/04/2021,09/11/2021,09/18/2021,09/25/2021,10/02/2021,10/09/2021,10/16/2021,10/23/2021,10/30/2021,11/06/2021,11/13/2021,11/20/2021,11/27/2021,12/04/2021,12/11/2021,12/18/2021,12/25/2021,01/01/2022,01/08/2022,01/15/2022,01/22/2022,01/29/2022,02/05/2022,02/12/2022,02/19/2022,02/26/2022,03/05/2022,03/12/2022,03/19/2022
11377,14.28,13.09,14.28,7.14,17.85,24.99,9.52,26.18,42.83,45.21,70.2,80.91,76.15,111.84,221.3,197.51,222.49,385.49,383.11,408.1,418.81,537.79,612.74,554.44,567.53,543.74,431.9,443.79,452.12,447.36,398.58,439.03,430.71,454.5,320.05,299.83,259.38,183.23,124.93,61.87,60.68,30.93,24.99,19.04,9.52,19.04,16.66,14.28,20.23,40.45,60.68,90.42,139.21,102.32,111.84,79.72,118.98,117.79,93.99,98.75,88.04,64.25,44.02,54.73,48.78,63.06,88.04,95.18,118.98,182.04,245.1,754.33,2274.89,4081,3877.54,1793.02,728.15,337.9,174.9,123.74,49.97,48.78,39.26,30.93,33.31
11378,19.37,19.37,13.83,11.07,30.43,33.2,19.37,30.43,16.6,27.67,27.67,102.36,88.53,168.76,149.4,166,201.96,276.66,431.59,343.06,406.69,531.19,724.85,583.75,522.89,536.72,445.42,331.99,307.09,412.22,362.42,401.16,356.89,390.09,334.76,307.09,201.96,141.1,110.66,55.33,69.16,38.73,35.97,8.3,13.83,13.83,22.13,24.9,30.43,55.33,80.23,116.2,160.46,146.63,210.26,190.9,188.13,157.7,149.4,160.46,110.66,116.2,102.36,60.87,63.63,107.9,99.6,105.13,124.5,304.33,373.49,841.05,2315.64,4039.24,2968.56,1604.63,735.92,307.09,121.73,88.53,91.3,38.73,52.57,35.97,30.43
11379,8.19,16.38,19.11,8.19,21.84,13.65,43.67,27.3,38.21,43.67,21.84,62.78,60.05,106.45,201.98,182.88,150.12,335.73,316.62,272.95,409.43,575.93,625.06,616.87,464.02,548.63,406.7,357.57,335.73,300.25,417.62,436.72,433.99,466.75,357.57,297.52,251.12,191.07,117.37,65.51,32.75,46.4,24.57,21.84,24.57,30.02,19.11,46.4,21.84,76.43,79.16,92.8,188.34,117.37,169.23,131.02,158.31,128.29,182.88,117.37,84.62,87.34,90.07,46.4,60.05,109.18,109.18,150.12,210.17,431.26,428.53,797.02,2017.11,3491.06,2805.95,1293.79,608.68,248.39,163.77,120.1,43.67,40.94,40.94,30.02,32.75
11385,13.51,13.51,16.41,14.48,25.09,14.48,15.44,18.34,44.4,28.95,55.01,92.65,85.89,102.3,141.87,148.63,197.85,308.84,313.66,298.22,373.5,470.97,591.61,549.15,578.1,515.37,409.21,406.31,356.13,352.26,326.21,372.53,359.02,395.69,345.51,332,243.21,128.36,92.65,63.7,58.87,49.22,36.67,28.95,11.58,10.62,19.3,17.37,27.02,74.31,57.91,137.05,163.1,164.07,179.51,130.29,157.31,133.19,136.08,145.73,132.22,105.2,71.42,69.49,50.19,106.16,156.35,183.37,134.15,274.09,329.1,1011.43,2064.37,3438.69,3130.82,1237.27,579.07,270.23,138.01,86.86,51.15,48.26,31.85,45.36,55.01
11411,9.36,9.36,4.68,9.36,4.68,14.03,18.71,32.74,9.36,37.42,32.74,9.36,42.1,84.2,56.13,84.2,149.69,229.21,173.07,191.79,201.14,318.08,397.6,378.89,252.59,285.34,247.92,196.46,163.72,177.75,215.17,196.46,271.31,238.56,224.53,219.85,140.33,163.72,145.01,79.52,51.45,37.42,9.36,32.74,9.36,4.68,18.71,9.36,28.07,14.03,98.23,116.94,154.36,135.65,140.33,219.85,116.94,159.04,130.98,159.04,74.84,84.2,56.13,60.81,37.42,46.78,65.49,116.94,84.2,135.65,177.75,594.07,1988.02,3227.6,2932.91,1127.32,537.93,154.36,65.49,70.17,46.78,9.36,9.36,14.03,51.45
11412,23.62,15.75,7.87,7.87,2.62,15.75,15.75,10.5,23.62,31.5,26.25,52.5,57.75,86.62,133.87,183.74,183.74,262.48,233.61,199.49,244.11,330.73,448.85,427.85,446.22,372.73,244.11,301.86,194.24,246.73,225.74,233.61,246.73,291.36,333.35,251.98,217.86,167.99,104.99,83.99,123.37,49.87,21,39.37,15.75,21,15.75,18.37,34.12,36.75,70.87,183.74,144.37,233.61,202.11,181.11,128.62,141.74,170.61,141.74,131.24,76.12,73.5,52.5,42,55.12,81.37,65.62,144.37,154.87,228.36,918.69,2435.85,3659.02,3443.79,1406.91,648.34,267.73,144.37,89.24,39.37,23.62,18.37,31.5,39.37
11413,13.89,9.26,11.57,6.94,18.52,18.52,11.57,9.26,41.66,39.35,25.46,13.89,41.66,32.4,55.55,90.26,143.5,203.67,208.3,212.93,212.93,222.19,439.74,425.86,303.19,349.48,240.7,270.79,229.13,254.59,203.67,231.44,277.73,298.56,298.56,249.96,249.96,192.1,136.55,106.46,76.38,39.35,32.4,25.46,11.57,30.09,30.09,16.2,30.09,50.92,90.26,143.5,145.81,178.21,203.67,138.87,124.98,115.72,124.98,131.92,94.89,90.26,108.78,43.97,48.6,32.4,90.26,111.09,71.75,108.78,212.93,703.59,2231.13,3432.32,2856.03,1191.94,497.61,273.1,122.67,74.06,39.35,48.6,13.89,11.57,43.97
11414,10.58,28.21,21.16,17.63,10.58,38.79,67,70.53,45.84,45.84,35.26,81.1,45.84,81.1,126.95,190.42,211.58,356.16,476.05,405.52,472.52,638.26,680.57,606.52,539.52,469,398.47,285.63,232.74,335,282.1,356.16,437.26,387.89,394.94,257.42,260.95,123.42,70.53,59.95,67,45.84,38.79,24.68,10.58,7.05,10.58,21.16,49.37,77.58,119.89,155.16,222.16,285.63,352.63,250.37,197.47,98.74,155.16,119.89,95.21,70.53,70.53,81.1,81.1,91.68,109.32,144.58,119.89,215.1,324.42,863.94,2133.41,3808.4,3233.61,1368.2,567.73,296.21,158.68,98.74,74.05,56.42,38.79,14.11,38.79
11415,5.3,21.19,21.19,31.79,47.69,95.37,74.18,63.58,132.46,84.78,26.49,58.28,58.28,74.18,143.06,158.96,259.63,264.93,317.91,349.71,328.51,423.89,524.56,566.95,392.09,434.48,339.11,307.32,355,264.93,254.33,339.11,243.73,344.41,286.12,280.82,206.64,153.66,58.28,63.58,42.39,21.19,21.19,10.6,5.3,5.3,5.3,15.9,26.49,10.6,111.27,169.55,137.76,153.66,137.76,143.06,121.87,90.08,111.27,137.76,116.57,58.28,79.48,95.37,63.58,63.58,84.78,111.27,164.26,243.73,201.35,688.81,1817.41,2946,3195.04,1568.38,762.99,349.71,174.85,127.17,68.88,37.09,52.99,21.19,42.39
11416,22.74,26.53,34.1,26.53,15.16,22.74,30.31,37.89,53.05,98.52,166.73,94.73,53.05,102.31,193.26,208.42,204.63,341.04,329.68,458.51,424.41,553.25,651.77,629.04,591.14,575.98,344.83,367.57,333.46,359.99,492.62,378.94,488.83,439.57,356.2,458.51,325.89,257.68,170.52,113.68,94.73,75.79,30.31,18.95,15.16,15.16,15.16,11.37,11.37,7.58,41.68,87.16,98.52,121.26,189.47,140.21,98.52,90.94,132.63,79.58,117.47,94.73,60.63,87.16,98.52,75.79,75.79,79.58,87.16,238.73,276.62,659.35,1792.37,3781.79,4297.14,2273.62,863.98,416.83,155.36,53.05,37.89,34.1,45.47,26.53,18.95
11417,32.22,25.77,19.33,6.44,3.22,3.22,25.77,22.55,51.54,22.55,48.32,74.09,64.43,77.32,122.42,164.3,248.06,389.8,476.78,396.25,438.13,718.4,889.14,779.61,602.42,657.19,364.03,460.68,428.46,428.46,386.58,335.04,315.71,428.46,347.92,322.15,357.59,170.74,115.97,77.32,38.66,45.1,12.89,16.11,9.66,22.55,38.66,32.22,25.77,35.44,41.88,177.18,141.75,125.64,173.96,138.52,128.86,161.08,77.32,112.75,93.42,83.76,103.09,32.22,67.65,67.65,74.09,70.87,77.32,173.96,296.38,496.11,1842.7,3952.79,3804.6,1852.37,795.71,373.7,128.86,80.54,51.54,51.54,57.99,19.33,35.44
11418,18.62,15.96,13.3,13.3,21.28,31.93,21.28,29.27,42.57,34.59,31.93,63.85,55.87,151.65,252.76,218.17,284.68,356.52,404.41,300.65,412.39,478.91,651.85,534.78,574.69,502.85,462.94,284.68,364.5,428.36,332.57,377.8,407.07,409.73,343.22,324.59,260.74,207.53,188.9,127.71,63.85,66.51,31.93,10.64,10.64,21.28,2.66,31.93,21.28,23.95,55.87,90.46,125.05,138.35,122.39,117.07,98.44,111.74,109.08,90.46,53.21,69.18,79.82,74.5,37.25,55.87,45.23,103.76,125.05,202.21,167.62,534.78,1540.48,3466.75,3828.59,1724.06,643.86,231.47,154.31,101.1,58.53,29.27,50.55,29.27,34.59
11419,14.43,22.68,18.55,16.49,24.74,10.31,12.37,16.49,18.55,51.54,51.54,61.85,24.74,63.91,146.38,119.58,156.69,397.9,416.45,503.04,521.6,657.67,880.32,738.07,797.86,626.74,488.61,424.7,420.58,393.77,402.02,385.53,391.71,397.9,346.36,340.17,228.84,131.95,156.69,105.14,76.28,72.16,24.74,10.31,14.43,2.06,0,8.25,20.62,47.42,35.05,74.22,109.27,136.07,150.5,105.14,94.84,92.77,92.77,136.07,90.71,70.1,65.97,61.85,47.42,68.03,72.16,63.91,92.77,166.99,191.73,488.61,1181.32,3075.98,3554.28,1768.89,659.73,331.93,136.07,105.14,30.92,30.92,18.55,16.49,22.68
11420,8.36,20.91,39.72,25.09,25.09,10.45,14.63,27.18,48.08,43.9,10.45,58.53,62.72,110.8,154.7,123.34,206.96,303.12,342.84,342.84,363.75,622.97,771.4,750.5,723.32,570.71,453.64,401.38,374.2,355.39,367.93,365.84,351.21,434.83,236.23,332.39,317.76,240.41,133.79,98.25,85.71,35.54,23,20.91,14.63,6.27,20.91,16.72,27.18,20.91,68.99,121.25,123.34,167.24,150.52,150.52,94.07,125.43,140.06,131.7,114.98,98.25,114.98,68.99,58.53,87.8,117.07,85.71,94.07,150.52,196.51,453.64,1369.29,3158.77,3248.66,1701.68,641.79,303.12,133.79,58.53,58.53,50.17,43.9,23,45.99
11421,17.48,32.46,22.47,12.48,17.48,22.47,22.47,44.94,19.98,37.45,77.4,97.38,87.39,112.36,142.32,267.17,237.21,332.09,352.06,404.5,411.99,501.88,666.68,696.64,614.24,619.23,504.38,496.89,329.59,384.52,379.53,419.48,494.39,464.43,421.98,397.01,227.22,222.23,137.33,92.39,69.91,54.93,29.96,22.47,12.48,9.99,9.99,14.98,24.97,32.46,82.4,102.37,179.78,137.33,127.34,107.37,87.39,104.87,172.29,117.35,89.89,64.92,69.91,62.42,52.44,42.45,64.92,132.34,114.86,159.8,252.19,669.17,1832.73,4576.84,4269.72,2104.9,861.43,344.57,204.75,99.88,54.93,39.95,39.95,49.94,34.96
11422,3.09,6.17,27.79,12.35,6.17,9.26,18.52,12.35,6.17,9.26,37.05,18.52,33.96,64.84,95.71,145.11,185.25,271.7,234.65,243.91,274.78,333.45,493.99,441.51,453.86,358.15,336.53,243.91,284.05,287.13,308.75,216.12,243.91,345.8,342.71,209.95,219.21,135.85,132.76,135.85,77.19,52.49,30.87,67.92,24.7,9.26,30.87,33.96,30.87,55.57,89.54,166.72,206.86,209.95,225.38,200.69,132.76,114.24,166.72,160.55,108.06,71.01,64.84,37.05,40.14,49.4,104.97,98.8,111.15,160.55,179.07,734.82,2207.54,3603.07,2621.26,1130.01,475.47,213.03,129.67,58.66,52.49,46.31,27.79,30.87,52.49
11423,12.85,22.48,25.69,25.69,19.27,16.06,28.9,32.11,80.29,41.75,48.17,77.08,35.33,122.04,150.94,128.46,186.27,266.55,311.51,263.34,317.94,436.76,571.64,578.06,539.53,484.93,385.38,292.24,240.86,279.4,256.92,285.82,372.53,382.16,224.8,263.34,221.59,176.63,105.98,54.59,44.96,19.27,32.11,22.48,22.48,32.11,6.42,22.48,32.11,35.33,93.13,160.57,147.73,122.04,138.09,112.4,89.92,144.52,131.67,99.56,73.86,64.23,54.59,73.86,19.27,57.81,64.23,77.08,118.82,228.01,253.71,587.7,1602.52,3503.71,3298.18,1692.44,700.1,256.92,80.29,86.71,80.29,28.9,22.48,22.48,35.33
11426,4.96,9.92,14.88,9.92,34.72,24.8,39.68,19.84,44.63,39.68,44.63,64.47,64.47,123.99,223.17,188.46,228.13,352.12,287.65,302.53,401.71,476.11,634.81,595.13,416.59,391.8,307.49,262.85,188.46,218.22,262.85,262.85,327.32,267.81,257.89,223.17,109.11,173.58,84.31,74.39,84.31,44.63,19.84,4.96,4.96,9.92,14.88,24.8,34.72,44.63,19.84,148.78,104.15,114.07,173.58,133.9,183.5,59.51,119.03,84.31,69.43,89.27,49.59,54.55,29.76,79.35,104.15,114.07,104.15,218.22,158.7,590.17,1448.16,2826.88,2945.91,1572.14,788.55,262.85,133.9,119.03,49.59,29.76,59.51,29.76,39.68
11427,4.24,4.24,21.21,12.73,12.73,29.7,25.45,25.45,42.42,29.7,38.18,42.42,59.39,89.09,114.54,139.99,156.96,284.23,343.62,432.7,415.73,538.76,572.69,627.84,479.37,428.46,330.89,394.52,263.01,275.74,267.26,275.74,267.26,339.37,263.01,203.62,182.41,165.44,84.84,42.42,55.15,63.63,8.48,12.73,33.94,8.48,4.24,8.48,12.73,25.45,76.36,72.12,118.78,135.75,144.23,114.54,114.54,114.54,67.87,101.81,93.33,114.54,63.63,50.91,29.7,50.91,80.6,127.27,127.27,169.69,178.17,504.82,1484.76,3330.11,3045.88,1667.17,619.36,288.47,114.54,72.12,84.84,16.97,55.15,29.7,42.42
11428,10.76,16.15,21.53,16.15,0,16.15,10.76,5.38,26.91,32.29,48.44,64.58,48.44,102.26,123.78,161.46,188.37,290.62,409.02,306.77,403.64,608.15,651.21,489.75,570.48,403.64,333.68,328.29,344.44,344.44,425.17,382.11,290.62,371.35,258.33,328.29,145.31,107.64,123.78,172.22,59.2,43.05,21.53,5.38,48.44,5.38,16.15,16.15,10.76,32.29,21.53,32.29,129.16,139.93,80.73,91.49,134.55,102.26,150.69,113.02,53.82,64.58,102.26,69.96,16.15,48.44,53.82,80.73,75.35,139.93,177.6,640.44,1663,3778.07,4036.4,1738.34,737.32,285.24,139.93,96.87,107.64,37.67,26.91,32.29,26.91
11429,12.43,9.33,6.22,15.54,3.11,27.98,12.43,9.33,34.2,27.98,55.96,49.74,46.63,77.72,121.24,121.24,164.76,189.63,273.56,279.78,261.13,338.84,450.75,397.91,363.71,447.65,192.74,258.02,239.37,276.67,298.43,267.34,258.02,245.58,261.13,170.98,223.82,192.74,180.3,133.67,96.37,59.06,49.74,21.76,21.76,15.54,21.76,18.65,24.87,55.96,90.15,158.54,183.41,189.63,158.54,177.19,149.22,83.93,170.98,108.8,130.56,62.17,52.85,62.17,27.98,65.28,46.63,55.96,55.96,158.54,205.17,509.82,1610.28,3236.11,2847.52,1112.9,531.58,223.82,115.02,59.06,37.3,37.3,40.41,21.76,15.54
11432,23.04,42.8,32.92,19.75,13.17,32.92,70.78,51.02,77.36,70.78,41.15,49.38,65.84,95.47,154.72,187.64,273.23,334.13,373.63,312.73,395.03,464.16,640.28,510.25,526.71,444.41,390.09,335.78,294.63,294.63,288.04,281.46,261.71,347.3,279.81,284.75,274.88,143.2,108.63,65.84,37.86,39.5,14.81,11.52,13.17,18.11,11.52,21.4,21.4,29.63,57.61,67.48,116.86,136.61,126.74,126.74,77.36,82.3,108.63,169.53,115.22,126.74,87.24,27.98,41.15,41.15,55.96,85.59,118.51,213.98,225.5,483.91,1399.07,3143.79,3290.28,1718.39,767.02,327.55,184.35,90.53,51.02,42.8,31.27,14.81,44.44
11433,19.17,32.86,16.43,13.69,16.43,8.21,38.33,30.12,41.07,35.6,24.64,43.81,30.12,68.45,128.69,145.12,199.88,249.17,282.02,306.67,295.71,386.07,492.85,410.71,328.57,553.09,407.97,312.14,292.97,273.81,240.95,353.21,290.24,323.09,336.78,276.55,243.69,156.07,139.64,62.98,73.93,49.29,27.38,32.86,16.43,21.9,27.38,19.17,24.64,30.12,54.76,153.33,131.43,180.71,134.17,186.19,147.86,147.86,177.98,139.64,93.09,101.31,87.62,73.93,43.81,62.98,52.02,131.43,134.17,194.4,232.74,575,1971.42,3956.53,3617.01,1464.87,676.31,265.59,142.38,73.93,43.81,32.86,30.12,13.69,46.55
11434,8.99,16.48,13.48,16.48,11.98,13.48,10.48,19.47,16.48,25.46,16.48,20.97,47.93,46.43,112.34,131.81,128.81,229.17,295.07,284.59,232.16,274.1,492.79,467.32,380.45,335.51,263.62,280.09,169.25,266.61,248.64,235.16,251.63,322.03,272.6,275.6,242.65,188.73,157.27,101.85,55.42,41.94,29.96,17.97,8.99,17.97,19.47,11.98,34.45,40.44,91.37,139.3,208.2,181.24,181.24,151.28,131.81,98.86,155.77,104.85,112.34,71.9,76.39,59.91,43.44,50.93,73.39,94.36,107.84,134.8,212.69,617.1,2072.99,3705.62,3182.88,1232.71,516.75,247.14,109.34,82.38,55.42,29.96,28.46,13.48,25.46
11435,20.54,23.97,20.54,20.54,22.25,23.97,41.09,27.39,56.49,66.76,49.64,59.92,54.78,92.44,164.34,159.21,190.02,229.39,309.85,337.24,392.02,491.31,621.42,556.36,530.69,486.18,371.48,392.02,349.23,325.26,306.43,279.04,313.28,359.5,220.83,213.99,196.87,157.49,101,89.02,92.44,27.39,23.97,6.85,6.85,20.54,5.14,20.54,41.09,25.68,54.78,85.59,107.85,90.73,128.39,124.97,133.53,111.27,118.12,87.31,83.88,112.98,53.07,39.37,34.24,56.49,34.24,82.17,112.98,183.17,178.04,462.21,1523.58,3370.71,3042.02,1566.38,667.64,263.63,148.93,87.31,47.93,27.39,41.09,22.25,46.22
11436,9.98,9.98,9.98,9.98,9.98,24.95,9.98,24.95,29.94,29.94,34.93,54.88,24.95,94.8,84.82,119.75,214.54,329.3,409.13,319.32,324.31,394.16,578.77,553.82,483.97,469,409.13,344.27,324.31,304.35,239.49,334.29,324.31,409.13,274.42,269.43,369.21,164.65,119.75,139.7,24.95,29.94,14.97,14.97,54.88,14.97,0,14.97,44.9,44.9,54.88,104.78,164.65,104.78,199.58,199.58,199.58,104.78,174.63,129.72,74.84,54.88,79.83,29.94,59.87,34.93,64.86,114.76,119.75,109.77,219.53,518.9,1781.21,3816.88,3263.06,1292.25,593.74,314.33,89.81,104.78,24.95,24.95,14.97,9.98,14.97
11691,32.91,22.44,38.89,62.82,50.86,68.8,104.7,107.69,172.01,121.16,59.83,52.35,53.85,59.83,109.19,113.68,142.1,257.27,321.59,373.94,414.32,465.18,559.41,513.04,426.29,390.39,385.9,338.04,320.09,336.54,305.13,326.07,282.7,285.69,278.21,234.83,176.5,97.22,127.14,103.21,73.29,53.85,31.41,17.95,14.96,31.41,8.97,11.97,20.94,22.44,46.37,92.74,177.99,194.45,182.48,118.16,118.16,122.65,195.94,189.96,134.62,152.57,136.11,94.23,118.16,130.13,115.17,119.66,119.66,188.46,227.35,566.89,1896.6,4056.46,3498.55,1513.69,641.67,263.25,104.7,74.79,43.38,40.39,19.44,25.43,29.91
11692,28.53,28.53,19.02,4.76,14.27,19.02,9.51,19.02,23.78,52.31,28.53,23.78,28.53,23.78,71.33,104.62,80.84,171.19,280.56,233.01,247.28,366.16,447,475.53,451.75,351.89,309.1,213.99,209.23,237.77,171.19,242.52,237.77,328.12,275.81,218.74,228.25,99.86,71.33,95.11,38.04,52.31,4.76,14.27,33.29,14.27,14.27,14.27,23.78,47.55,38.04,109.37,194.97,252.03,190.21,133.15,85.6,128.39,118.88,99.86,90.35,66.57,85.6,42.8,66.57,47.55,71.33,95.11,57.06,190.21,271.05,613.43,1749.95,3290.67,3057.66,1236.38,656.23,328.12,128.39,66.57,52.31,9.51,23.78,14.27,28.53
11693,0,7.89,0,15.78,7.89,0,15.78,7.89,47.35,7.89,23.67,71.02,71.02,134.15,149.94,173.61,134.15,276.2,284.09,252.52,268.31,370.89,426.13,647.09,497.15,418.24,260.41,307.76,260.41,386.68,276.2,220.96,205.17,260.41,307.76,284.09,149.94,110.48,110.48,39.46,31.57,0,23.67,23.67,0,39.46,15.78,0,0,23.67,23.67,110.48,126.26,142.04,165.72,189.39,142.04,205.17,94.7,102.59,63.13,102.59,78.91,31.57,63.13,47.35,102.59,94.7,165.72,181.5,197.28,954.85,1964.94,3322.25,3456.4,1475.68,599.74,220.96,142.04,71.02,23.67,47.35,31.57,23.67,47.35
11694,24.06,19.25,33.69,14.44,14.44,28.87,4.81,24.06,43.31,24.06,28.87,43.31,48.12,158.81,168.44,240.62,308,418.68,317.62,447.56,452.37,490.87,505.31,500.5,466.81,385,211.75,293.56,115.5,264.69,303.18,269.5,245.44,457.18,255.06,279.12,211.75,115.5,72.19,43.31,38.5,19.25,24.06,4.81,9.62,9.62,9.62,9.62,9.62,52.94,96.25,110.69,144.37,250.25,298.37,202.12,154,158.81,125.12,129.94,129.94,149.19,38.5,48.12,33.69,134.75,158.81,77,158.81,231,231,832.56,2324.42,3156.97,3171.41,1251.24,587.12,245.44,101.06,101.06,38.5,33.69,48.12,57.75,52.94
11697,58.95,0,29.48,29.48,88.43,58.95,88.43,0,0,0,29.48,88.43,0,147.38,353.71,972.7,1120.08,1326.41,825.32,1827.5,1149.56,618.99,766.37,383.19,589.52,383.19,530.56,176.85,176.85,58.95,206.33,412.66,265.28,648.47,707.42,353.71,265.28,88.43,206.33,29.48,0,147.38,117.9,0,0,0,0,0,58.95,58.95,29.48,147.38,353.71,1237.98,1061.13,854.8,471.61,412.66,147.38,353.71,766.37,176.85,176.85,147.38,58.95,29.48,147.38,176.85,147.38,265.28,677.94,1120.08,3743.42,3448.67,3979.23,1385.36,1120.08,442.14,206.33,58.95,29.48,58.95,88.43,117.9,0
